review_id,pre
lcbTJMDtGccTLwsZUCv9Kw,4
2U6pW3yuMG-XJGK7_8nGfw,4
i4flHgz9ZklsSsP8dTAnCA,4
CvIrrffW95Q5fyeVy0k67A,5
UwKunsSVqtc1EkusE1CgxQ,5
1u_C3rld7p-SA3cPF1PNpw,3
ozKOJdMlDulnXEgMqD6TOg,2
jHjGFcZY2xvSDFZsk9ZC7Q,5
tIiGfSHNkC7LkwVQLI9qTA,4
by-e1XCvDhToDMbsHlyD0w,5
nIFH_zJOpFlo7O7xasKWGg,5
gMoNG-TzbiT9giI5zg1Wfg,2
Ue7ruo6eGygUrDK6W2Kacg,5
jen5fvwZLKAak6XUq8tKOA,3
malVyPlisK8GeNYSB3p7mw,5
0PIo0QHgjTwBYXnKRSde5A,1
qtIU0xmi_DbQsgtfOdYKOg,5
Z4M4Q4uG2f_byxGAYTJA-A,5
pIo0T9HdEhYD0trPKTPcsA,5
Dd7L6BpSpOr86_OeHkkhhg,4
VVwdLQI1MXwG6CvGlQ1UaA,5
kw8jZnMem7p3Zl3r6602dQ,5
IwuZh_tJkTShKS-bQYDO-A,1
jw374CZCjGeTHAbIoAeelw,5
EWimk9a1fq0DY0RsjozpNw,5
7ZT6BpixZ7tJGmBe4eiU5g,3
7IdlnWAaE1I1l4H4i556Hg,2
du4eYGYsNqf5ZJmiCdEzlw,1
1WCbzR6SgKfAcei7VyRwVA,5
TefyUBebReAY_Kl_vK8SUQ,5
b06xcKryFjEKKwOXKS3oqA,5
zktaRrD3_r-FxMW4y4jZhg,4
Kc4lkZaZDDj-HzH87A5dvA,1
LcHjIEuLqJoH6_sFK9wfhA,4
Hz1KWfjSIpgGi--SM8jWDQ,5
cBZfb36Ap1bu3Q4tcnls7A,1
Jr-0Xoko9rOUAaIDQIR6Mg,4
3hA7-y2aomq-peluV9g_Ew,5
UDOlY4RZYp-Ag3zIRn-azQ,5
vZwhxMvSYdpF-nJbcOqJEw,5
6gr_iMp8O_6psr2pXJ-sqQ,5
_VHsH52bXHb5s_OwnmegtQ,4
caS6Vqcphs8zkRF25IF0IQ,2
XUrCvYS-GK8iH-mcquZktw,5
uGv5K1g-C_XlS49g1Ewf9A,4
6bEi6534MF5ylofGVEYrAA,5
AVmy9d0ZFUE6GQZ2ozwWpA,4
-ASOHlbusHr5TRjkmRBWgg,5
jxDVTom2Un14icBzL_9vyA,5
eBbXAs2gytSi77GS6K-UFg,4
O6CJ_oolCVPvBDOAVVDRSQ,2
wzBBfLL5F1WmWL0ZFPMTdw,5
Hl6I3TLtBmolSnCOc_rVUA,1
Fr8qAktcDqZTO4N692PCTg,2
7zPwOKBx5XQoiNecu117xg,5
pR2rpyu1mjEGKKx_9PItAA,5
3NW4W3NRLGKd4VMcjnIHfg,4
gLqQ406x8Ko4N5_OsIXQkw,5
TdPkF_0OzXSjAty04hI5rw,1
5QFCvx0qy9Bawt4LGz41Kg,5
HJwWqYzt1eOZFYCEWVRtzw,4
LB_gZ_h1t9TLoz1ZsZIQyQ,5
6CKnbz4H6l5GwNOZv92y4w,5
pSDXcv6sfB1joTpEYMbAiw,3
CCIUm734a43Gol2cAy1Xng,4
QXnyPoEBue_cv58MxEYvwQ,5
7yWnTATTvynWuV0uNdd3Kg,3
ZBEdubjTh2IYYlJ_Sxe2hQ,5
PeR0AotnVGeV3C3QkIIVCQ,5
Gvip3awgvSH_QpyD2-9ZUw,5
Nq23-bN2hFMEFsheFqVghw,5
Eue7hguJ_7z8IwiCkMpxhw,4
vssOPD7Nqse3Gu2tj99q2Q,4
hFGsU-MUWquIkWHHDhEThQ,5
V8x7_MShroqdd1JXLfGILw,1
dlzzvGu3ekWrWX0UTTXR-w,5
Vm2aUpQX378h_ysMpdeqAw,2
YzuNfu6XBd4a08WaWgPEGQ,1
2I4dniBKxR0Wv-bcL2ldVA,4
BuJzLrXFu_3u-5E-5Rq2WA,5
X8m83ogSR-FzKO5K5HPcMg,1
lR7YTwg3acQEkBMvIMoSyw,1
GLU5TWOQ-d6-p0lwCLe6Ww,1
dgFl1Rer3QNecukzbfGdlA,4
76KGN8o4eHyw476a1ZGYhA,4
oHGFieg6CjChdSaifOdwwA,4
i8MNMBEhTP0KGONEu03fsQ,5
CpJXM-Qk95i3onIKs9_DKw,5
zqe6nPuVX8GD1sCm-2NgQQ,5
FjtPwOBY6mX_bJ0v0kiFZA,5
rDff4H84rSh0tTz_dR3-RQ,5
YsPBo62petqyQyK5KSYjDQ,5
ZUpiDrvBd8jk2o5vTCucnA,3
PJBOpm3pEwvhMeoaFdCuHA,3
qlbGZkpUFWLfC_5J5ROmig,2
jPwi3-o-3Sd8RLWSaF79ow,1
tWzo4WCDfXXkxhPWUdC4TA,5
QGrh6iCEnG4tbTmm-3-k1A,5
sLOr49OnRvvf_iuU7TIBOw,2
4KDNzdJavXBaYnAyojT0AQ,4
_rSicEDYmb5jnzD48rGbZg,5
0LsxTyx-Pr4bVDVxAYhi4g,5
vJ2ysDkKUOK3NuwxRYUBZQ,2
QsgrEGsRxiYeIEtRbu-y3g,1
Drzxi-RxBecMpOODEiqMfA,5
n4eWXTmxpQkBtTiKpXxdog,1
zH9WzNDjx4VJmffexe-jBw,5
fKXzq_ZCXXSrbGrHRIvnOQ,5
W0rABau6_tDu4fBjP4eAWw,4
wDveuODPIjTPfiV_zh3uPw,4
Hdz7RJlX7LUUblNG0y3-ZA,5
pVExJOa7dvo1DmqJEN-_6g,1
8-bK5NVdpAUCSG9hm7WzcQ,5
DL7xPiWet7gF7Gq-26HvZQ,3
6f3E2-kENcRfd0MRIoQQUw,4
7I1ceB-HqhJW82R3vMrbJQ,5
4442TeycRJoZY0fo2n9Q3w,1
fZL4U5N2rqcBm89Rm2q36w,1
9hKlnLpMA__Kt9hBxcLHpg,1
OTe6mCdrkyUslQdKbo3P7w,1
uEjn_A3RuUUdxuAyoa0S5A,4
vbGYruic4q0VIcY7TCO4nQ,1
GcTQEqtHXuRQ4jMpXnXOCA,5
qWSjiCARmIreLDZuNgmz5A,5
S2eVvdPGNIYRETPF6HDrVg,4
C3ax9NLj7q0xsRa1PKW61A,4
U03PTrUyy7U34dx6-PJc0Q,4
Yu07l9PSKQLWgbgBWK-oXA,5
ZPuA2BEd-N-biuLx0HCkpQ,5
t6MVt9tGO9aol15rOnHwdg,5
5OYPBraacSNwIKPLs5DwLQ,5
FEHWrt5_0NKec8QngZyv_Q,5
npIx5D4XxxvTzJeug8X1qw,5
QvPObtVFoeNo1UkL4XFADA,4
rUv1mUw0kxVC82sIOcz3uQ,4
G6nkR72ZNVEhmYnSVV1s1Q,5
I4WjU_WRo-8f1MXQ3IXscA,2
23WZZKvLEglX1xQ0Ff0MJw,5
XbmvfVpn2ZWiCkCLxZkiVQ,1
uzkko2DLVrH790itPiK8mg,4
6A3iqASpI8toU9SfsP4_Og,5
4jSXBiBXWC3tQhUlRS1CMQ,5
YAhdPODD49fJxNIL_krVRg,1
vMA3LHtYGGnCYoGUIWuuSw,3
JW177TZJzEm2x8-pvQXAhQ,5
K9HVXBi1M7-L9Mt_5DfENg,5
YYjQTGqFGORl7m8Wv7wpMQ,5
J9Tx5JaZBTzJ6ECQa-pyiA,5
-9l2YdsU18GzpD6cgQf4ww,5
OGtAbEXgP7aTJc9Sfed1fg,2
jdvlHV6s9ai-Bz0GpcjVbg,1
5dlj48dDq-t7lLXFr3nu4g,3
uH2zmQkR4ku_X9jdkOcREA,4
BLohQekPEDfnb-iDUJG2rQ,4
r1MdauVVPcfuKxDx95LYmw,5
dZkbzEoScB-UO04266ngbA,1
2HqhNXIwQlNNFdw4Ie8GUA,5
5p2a5rEQ5LEY4vFul5qMjg,2
AiOdU9tNiSRK1h0A1FC_rA,4
gqHLQMGErbNVXpgQjI63wQ,1
YF8FmCMO219sKut5jWnzeA,4
42b-q2h-LF8GSasKMevj0w,4
L8GfunXtTIBKq7Gaf5fUMA,3
3NrUOH1QKAoqfTNGv2yaKQ,1
8OxRDpT4O3BXdyuSoRYG8A,5
US2DD_nQXeaknNxzt_WG3w,2
3daVhsNuUsxGL0pQRa5SDw,5
2xT4LSU_uQL679Wueatmtw,4
gZlkgGsFV35zGb5aGPS-Mg,4
zBoXFUeEHPX3_ZzDVXv9nQ,5
3yPg0fs2Bl0YgYR0smcXoQ,3
dTsC-9I1lN2kmK-pFK5TOg,2
LCJqZHGS_ZUpSz1Xvr-s4w,1
VsudU0w9phkVZnAdBvrsHg,1
gqryJLp2LZ1Q-pCGifeYfA,1
f13DSH-2vbYwL_7vxxXclA,5
lf97u815A1_H9_keS9zFJA,2
BbcvCc0Qtd-dWeFIaqjAKw,5
FGoccEWjB17a1wOr3HUSCw,5
T-vTGKTTchQvsAl3mztiiw,5
SPyXMUpxrLqT0lPhWDtOiQ,4
Cf9st1bCJBhv7bcCRSZFHw,4
o9B4ZNPA1yv8o67FPmyQ5A,5
OAXdf1ddmWxSvVDetapa1g,1
SkVBwalvRhx2E_qMlTNYCQ,1
bPehtDUkP8m3r0df_Ii4RQ,5
AIu36ddiglpumq6ERXVI4g,5
70ACEoUzu-iW12hN2m2DKA,5
z-_VMajqzreRnsB8fzLrHw,5
l96g0EszXo_8C-SK3ycYBQ,2
J568SjYahpjgmDJD0jhZew,5
g9h4w3jLPXcpnClfBjmboQ,5
AgGIQdGr8pfMTd8nLDDBtQ,4
okbTfC7T-S7ITKaY6u-Iyg,4
eRjxVbqklko5Tpo2GlcMMg,5
lwyiKooBmD-gsrD-oa1bWQ,5
peCYso7hDRN1eDWP2FSZTw,1
KqVMXa3Rh6om2uJhrWg29g,4
NLi1-SIbfWn4_1l5FCLEsg,5
iG_wHdkvSR45zAduhMm5Yw,2
ys4mDQLW0eBFgzH0Ni0ETA,5
epZr79-_0GwkAEQouikSQA,5
Y_ljcdlsTDUX4pyTZh4Llg,5
Qtm9xDiltVbw98qiMuXB6Q,1
M5C1SH6Nh4amRPVTmT7HNQ,2
jm1ASIlObUE2mHdVQtmC5Q,5
dsSWAtXIgCeJTU0xviMJmQ,2
Qp6eNZB8aNf6NUm022M0eQ,5
Jo20iC_iWUImja7Y3Bt9sg,5
Z38laxdt-nJ6t3sC3rNyLg,3
2s48eGPmUm07EbdShuuvNA,1
DEbCAdo2U01adJu8XIac4w,1
Ko3y86TVTshZL3rBYpD-Xw,5
hApyLAADYdlF8OpB_G6MzA,4
avv73-7pONoG2tumXCbwtw,5
ebDqWS3mA5432TUKO-vxLw,5
IXReGG7wTcOnGc_8T59fFQ,3
cMbO__uCze8wzYDubXEQcw,5
tuvTW9NfwZnkcGNA8Glm4Q,4
Jzyc9xCuxaVflB_mEelSSg,5
rbqK8hpHKZ_AO9GEV8nRrg,5
i231A0jv9FkvcrMQkXnzlg,2
FTlVyZ50FiKK6dl0Ogj_gw,5
55ruBNHcBOfWYWVDqJQ0hw,2
ALYTqKoK8o7OPBvIwGApcA,2
neC7flek0FTQIecPVYSfBA,1
XNdqFqoERweVfuEVWH1Ang,5
ng9vdAYHB_R9xn1Hevy8bg,2
t_LPqq6TzRGf9kpfvBIM-A,5
hW4FtwtCQUI084rEE67VIQ,4
Ld7h0s23etu752d7M_th0g,5
L_UvdHumWRj6iyZfwES6Hg,5
OfGFwzgxLaKiFFfbvZc1sQ,2
J_r0Zkt8Jb5D7BQhyn412A,5
t_7ehGJIpAZ6pmMkKCAs-w,5
KkJdBu5XbLJXF-Xcr3iZkg,5
lApHwNdXtA3nHXRrqmdWqw,5
9D6ExcN11ANmEpDmgnHE-Q,4
9hkpz4HwQLfYbKhiYATqKg,5
Ne7xySyXXxe2Zh9OWH4VdA,5
oOeHp1lInat_TSLzhrGQ8g,5
7HnyfzUPAsFyuPj6NZHRrQ,1
Gh6wa1lglFAxl-4SpF7bqA,3
9Me7KukFo6y3_VgS7M2Gnw,5
ZXRr9-4zCKUgWJaO_rM0Fg,5
cH8lx0OeltOSlea8uVzQ7Q,5
I1gdAmUobPOjmPWQItApow,3
3LIbKNUU-MEs4ckmsQtgww,3
yhZtN8Z6MMIdtTuK6rEHkQ,4
8RjjyOXGhDh5vZdjGs_7Hg,1
sASsZ36ZjIzTv15U3Nqstg,4
rYo46Cv-JhKsyAZp4ONkdw,4
wpmj0RbzhIQBRMqfahMwow,4
47WWP9lKEO9GDZCQneTR7w,1
ecGKxdKnkvMwtTufa06BAg,2
iGeC8aXn9z46rw0ZBBhhSg,4
U1a0tdG7_mKJ4V2ODp1rcA,5
Y0bICLmjT7IRlt7Cr7B2qA,1
zwx7FnnLD2tMakbDlaRlvA,5
8yMvqNn7ODKIFyEBI8ZkMQ,1
FbPDrQZLdxt3jZ_q0nbUCw,3
HuO-jsk4_l_nq6n_yAjbOw,5
yjTItGg08KnePFAt0tL05g,1
SuZBbnk67o6XDf4ShrSqjg,5
pphURWzHiWVtWLi4sRdcOA,5
wYLGxD0IiUcWotg-b6Uc_A,4
GxLKP1RdThjHoGHjey8SmA,1
ZrM5ozQ6efe2tQeJiI2TzQ,5
eq0CV1sLqqxQ7mUWYIknjA,5
jH6Y1Cj0qLw10P1FYmkolg,5
uwkC3TFSYnbvZSCAxf8k6w,5
_2bK5XscHUBen4EOElWX_w,3
dNMOCFESkhO71Zvi0BYmgA,5
rt02Ll1xiKLBHuHasmQNug,1
ngT21GkwQGteE98bn-fE_g,4
K17TMsGgM3vq2djKcSrgPw,4
s0bu8xX4STpqyjds2_k9YQ,1
tovJahzp8mG9JyRnWcwcKg,4
4IHGxs2L7WU8r-X-o45j_g,2
Y7Wb5Tn4bggt6RD1TycHOQ,5
ooCCl3IRyHhLNvUOqYV4uw,5
DRl_TPsowj7FnGePl4zSsw,3
EJFuDbtsvXU4xfdTOP3-Kw,4
zcT15UW2qvRxE8wsS7Lbfw,1
HdceFy58nr1z6lDvGcW_8A,4
WLIPVW0jIx275hFsEmqeWA,5
uTGrIUswyYE8nP8vmnsUSw,3
SiJkUp3x28JsbAOpj_Hp7A,1
8MwYOKBE4QJvRqR-rhUmyA,5
3v6M2pqPoxkWmGettVkMyg,2
9habu2rSc_dMB4YayE78OQ,5
PG_jSOsp_GeKuld3uc824A,5
3ak5-FcJtASFfbyRydaxOQ,1
l-iMCv9EBYirpBu_J3aYEw,1
umDBv_SoOtSuajgHWJeT3g,5
5J-vA-OpO-wVuSBzMHUW5Q,5
5t6Hupji0mj63sgi367Lvg,1
Lb1kOc6jGb8YcbJXqISeqQ,4
N2GxqL-88ELTApSDtMhenw,4
R1gSn74ncnZanmy3ijyqLA,3
DGUvKznk2CFF4uMoKWDtkQ,4
ro23CgOnl3adwbFgJt16rA,4
gT3ouZ589iT8_6nxKcBazA,5
QrXrIHGOYMtQDV6tHoMd3Q,2
vkDRVPL5TnyYxojbjpO6kw,5
DPAh4JxniYIZTwjBAl3_jw,4
EyzLUHxY9MVGYy4DziX0bA,4
q2wRKJEbfCU-oSjzNCq5fg,5
Xb76uAwvoDE9un_h0TiPHA,5
otIvp2Eka1GEMBT1Sc8KzQ,4
7pxskmwvGJi3iOur-KSqfQ,5
Nn-l4gcL3ANzpMGnun-tIw,5
Aa9tfnbgR1X0T4I_eI4cHg,4
7nC3Y3ebu-M3QQAIwr-AMw,3
i--ycTPRr7mR1bmr10SLcw,5
ffiyaxzO2W-ls-JhYDKwlA,5
dgxKrGD2SF5kJT3DQ9e_Aw,5
ayT5leDgazLSk43gbPuXIw,2
OrzOQ4usn-7OWb9q8vKz_g,2
b5M_D2h4f5pJG_6tgCMreg,4
SHTI_sCzUC6EIgZ3U5O0hg,1
hXLvxYryFuDWiS03IKZSng,1
QXXAtwQnUOKUqaNTzjV2FA,1
giJMYS0SxOGUejSqwXfAdQ,1
ZFr4mPiVYYCBInRlLZIpQQ,4
lNAcCBCZKKK8KaKrzKSn4w,1
em253T6a3PNfRd5DAxmI1Q,5
B3rvV8tz47SuZ35iawXgNg,1
m43pQ2KT_VyDaalQyELA9g,1
Qhf0PcCKwhjl51jeAIbjdA,5
Sv4Y28aStoNfIgeULFerHw,5
zAzi7qFz6e_2NLO_E0EzVA,3
EWAKZ-LbKClbXizAPvStkA,4
AouRVhEXHIXF6990Q9Fejw,5
JMRCqcdRF2yZdN___8-jUQ,5
DgceTWDnoHyBn2jWF8oBEA,5
3tX8JY2fYNtxX-1XX8gu6A,5
soFxa7PFbRBJCWiGShd1DA,3
0PwiLSz4_8SYDyuEDDbgXg,5
-Fpoc62oeJJMZG9CdSD24g,4
9iji9LiuImsbgqut7I0D3g,5
mCb-W14b9KyvFAny6Q2g6w,4
m87jEaOu2IQyxz7UDsQuIw,5
8hBM1iP_Au7FGzmDapf-cw,5
z7-WCHxlLVbI0NbVA6tFgQ,5
tu16qQXb2-uQA5ESKh9QXw,4
BuMGiHSIiHN-CLlKlE-kNw,5
36dIG6igyYh2-IURP-sIrQ,5
hfhjAJpwt-JaSZUtnwuDjg,1
iOJVp4VYBkdJv8VpoQny5A,4
p00pEjkAVXBNHuh5T136sQ,2
2V-YBuCKvzBy_SFUEXZmig,1
7gc_PZvxzp97d1FMQZRlUg,5
flbY1N6KaTmlwyC1boNljw,4
yGHPv9yMFJPBut7r68-UGg,5
EQNPbycdz-kUSRl45V83MA,5
9lEkGuBO0Sh9kM6S30wLvA,1
sNofCYDu3m0Q9mjpNwhqmQ,5
QzIAObN5XFFLK6Ozs2qWVA,4
h6agiYMNPPGNn-tZAR8XXg,4
qq-vbDUNem06Xg6CoItMXw,4
WIKqB8wM-vTIklSm9sB1DQ,2
Oh1-UtY5xjf-CQhc9oWSoQ,3
G6NJ53igR6DJF4LWYuG-XA,5
vIToMZ5-mlCofuFra5Ov_w,4
PFRFY5wDkl21nWusZ8p74A,4
ChYUtyq2pJGlD1a2icXnPg,3
rCDhaQkjBDKHEC4S4Bd-Ow,4
LbtWIVD8oS0Qy08z_osoDw,5
aEiguwTi7ZNip8AYtFhSZg,5
-wxnGcBAaZvCLzUSU3RIdA,5
LAyZmbLC0SKLf90kn2tiVA,4
QBc_yb-5eFKCdFvYd-Xpjw,5
2OyjqAwtokbg9-iPy7xI6g,1
kpWf54_9DjkwJsDzGSkkAg,5
aYfTH438N7DfLoPCpNaR8g,1
sIRshIDdIS0fDdlA3o_S6A,2
Edmlq1x5bWG_cne7yNXS3A,1
Uii3Gut9ibMJpePPzlH3pA,5
fTqDmOtzQEZbX427wvp_8A,4
8fv0xWc_T1G-BzqPXJjSEQ,5
YSt4qyUaPVScLwmYlRro2Q,5
_BX7KddPkabWudqCmrFBmA,5
83TwFUKSwnPQxab6ZGWnOQ,5
MlgJTTisqI-0jIcBhjrpKA,1
_7Bi1JPIPtdllmqzS8tmrQ,5
CKRSSgIyYffa0IZ-GeFzLg,5
56fynI6WrmqQktANf2dHJw,5
K0io2SXQRF-hFvTgMFkbIw,4
5nWEKFFZdyd1o71WzXhNVQ,5
dAJCiWJQbOUta2ajhgLh8A,4
bxKxjd2T4WqKNBWFqa79Ng,4
oKWnw1Czwh3yoAVF6zk3DQ,4
oa6mR6AsjLtQbreiXbZU0w,5
_9fmsQuM5Xipw45nMQoSWQ,3
CjlcuWhxTstKOkfToBNzuA,4
JcSMUBMwj1_BUMDTlolepg,3
Vr5ytg2-pDBwfOXfjWD-fA,4
nNr054MISjg9Sv6R0_06kA,4
D-EPtvT4p6jJap3PaU8pJg,1
BozQfPWMsHDBIvhhsFio_A,2
D3r4datKgZ93tcQsVJceYA,5
nm_A5pbXnwNiaKhWdvUKpA,5
pXPVkQK1tPQrAWV52fmbhg,5
RRyocOxF53lz7Kia8MsJcA,2
U3xbhqAbwcpzBdcfUhxv2w,3
aa4bk3TWrN7dgfyDDxcXCQ,5
QQAxztArn3D0mD2XstxBbA,5
46Bg1oq9xjv5BL1sst33Bg,5
URMFuOkuwDK-u73fIBhZHg,5
mZPHQc7YrncyJ_kNHPGeug,5
-QffDaA9jPwsQUU9Ta1jmQ,5
T0suY4tj5jXsbrpGdo2i7A,5
WklRGuTz4k7OueMlLUFWsg,3
27cHLwTHaHlVVsrWPJ7Iow,5
CkIxpLIzkFrU8-YoyoHlMQ,4
oXT2lqVcbcewpn9dO4i_eA,5
KkBlaCSB7ECxhjfnucUj4A,5
5f7h7ugRmMyx19ZmRsoY5w,1
PtYKGNwBdPwbssJXgo-Xdw,1
dA28jcFtEFfoNqJDol0VzA,4
7uT2QegGeYkr35ETpWs7hw,5
NrhE6Zsr8-Z8lH2aiZPsiA,2
yL8peqDdV4KLiuN6GRY6Vg,4
xl2wkvQ_iOI9x5BeQOJrwA,1
bKtM6Z221S62mPRCNsykgA,5
LNHcRxibipg7u0tKAdYj7w,5
SiiBmUCd_vd2Ocdb-pbWhQ,4
fd4U4y30ge2NOcr-6Vsgtg,5
pryhABgBPbVZ3z4WeHbQFg,4
yLspaGUqzm6CqJ_RYx1fow,1
vZyeReDuduCpCeVr0FozhQ,5
qrPyf2heb4vdzueX4XvYqA,5
E2qiSzAjvUOSx_aza39XMQ,4
4L6KZYOWwwdzF5NT3VC2HA,5
oe6c_riCzJuAqAD4lA7i0w,1
UsTmymgg2h-v2E4_mely2g,1
DM2_QK89MM_G5bPLY1nEZA,3
wLUA0UiAM3m2tRdCjYrPng,5
5uuL2eQckXGiIvfWzKXP_Q,2
L3lJ6X0fPc8n3capfuUgVQ,5
amgmIr5ncDXJ_-bCECjL8w,1
OkL5sz_MK_L7d1ldj4PECg,5
fXwVnCQQn9YDvJ5iAyBPtA,1
mrZ-YRxEhE3revUfD-OKEw,5
sYQRrpqS7LmOskvVLLplyg,5
vMw1YcmCLj3nigNABU2_Gg,1
OD6nItXahHLt6IjyolRUjA,2
FFYZ8J39mwGUpT-LWjw7_Q,5
sG-SqB--iakU9r5_MXUoAw,5
XsLIEt2niXhpvt4zPIjALA,2
KR25q6N8w2Pc4PhHmXn1yw,5
N_GgECq05VV8b099gSO7VA,5
dGuLGm0TqQN-rTd2djm5WA,5
MnZNB6yT9lWFl1vCZE1LdQ,5
si67LAfg-mZWsEnlFqIEbw,5
f5FBGDAScic9N72LL8clJQ,5
ojS5Q7TCCJMZBKhnRsBIcg,5
UYsMTx5KBCbSY-0Ablce9A,3
z1n4Q2YCvi6bwQ2oF-LZWA,2
wxo0scZVjbT-Vj6r7KkSjQ,5
jZW3t7IbANNCi-G8uNMOEA,5
hQ7K8EUiuyjRVv-q9FGUlA,4
bELBJRNczUCEtYzO_8WFaw,5
5j-8huQFtAFQIj0QJ4EWMg,5
ZLacS4pHgogDMlfSI2uTtA,5
1SqagkTOwpW-H_86qCewfA,4
CKQSoRRMFNGuF3Ty9_tc1w,5
ysthu704fC582XNO9nwgGw,5
zQARtYO5tKmPUDeS6poHdg,4
3ANoA39M5FHDjhAHvMzofA,5
Ky9d744LxpGm_sBzPvXgtQ,5
lN2TtUsJEm4U_M-8Dlns6A,5
_ywkyecESVGqp62Ek8ErrQ,5
irOUHPxqJ5Z-VsEyrRL1Qw,1
GyG3B3PLXaq6L6iHA1j9Ow,5
MnKFgDBo8S17_kdomY3bPA,5
X0hz4tXFSvbcQTx3PmqC9Q,1
Z649SdD93XZInl3v-_6A0g,4
ahEKgRqs8OC_CZIJzzHLjA,3
PjXcs7cyQlyh4Ec9yvvMuQ,5
LKrO8iQVPnX1C_um7QPraA,4
9picnJLpgwF4MIP4uoVP-Q,4
nxvFqpd6XXQU7VV1P8lx1A,5
LNy_DzsAUSfuQQXxywxh4Q,4
sBm21Iwz76OxpHY1IhwXFQ,4
tcWn5_TUc-20SizbEZFW-w,4
CDYBw1xO2SF_kT-AYoyDuQ,3
wNNfU6qIdAfFA6IOaEcn1g,4
ev01QolNZm0NCEtFElnPbg,4
s7ZTx8tdj_jcbVW73g10xA,2
